Product Name (English),Product Status,Product Token,Product Type,Description (English),Selling Method,Case Size,Minimum Order Quantity,Item Weight,Item Weight Unit,Item Length,Item Width,Item Height,Item Dimensions Unit,Packaged Weight,Packaged Weight Unit,Packaged Length,Packaged Width,Packaged Height,Packaged Dimensions Unit,Option Status,SKU,GTIN,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,Option 3 Name,Option 3 Value,USD Unit Wholesale Price,USD Unit Retail Price,CAD Unit Wholesale Price,CAD Unit Retail Price,GBR Unit Wholesale Price,GBR Unit Retail Price,EUR Unit Wholesale Price,EUR Unit Retail Price,AUD Unit Wholesale Price,AUD Unit Retail Price,Option Image,Preorder,Ship By Date (YYYY-MM-DD),"Ship By End Date (if range, YYYY-MM-DD)",Deadline To Order (YYYY-MM-DD),Sell After Order By/Ship Date,Product Images,Made In Country,Tester Price (USD),Tester Price (CAD),Tester Price (GBP),Tester Price (EUR),Tester Price (AUD),Customizable,Customization Instructions,Customization Input Required,Customization Input Character Limit,Customization Minimum Order Quantity,Customization Charge Per Unit (USD),Customization Charge Per Unit (CAD),Customization Charge Per Unit (GBP),Customization Charge Per Unit (EUR),Customization Charge Per Unit (AUD),Continue selling when out of stock,On Hand Inventory,On Hand Inventory (Read Only),Restock Date,HS6 Tariff Code
Best Dad Ever - letterpress card,Unpublished,p_30ia2qqu,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1157,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/e165a700016f3aae43d8837cbe27b8750297e13960a9b5e43f611f6b28028144/1541063567.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/5dbc653d967b37b052d528daabe095fbf966b8e508cdbf32c8f31c46bf6e66d0/1541063567.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/6606a7765d7189e225e0156826bf14b2c6502f146f385216f938e6b7c06cb5ae/1541063567.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Father’s Day Sand Castle - letterpress cards,Unpublished,p_hwgs27g4,Father's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1105,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/b7d871144ef3b0a2a2750cc17762615ae3bcd95bbd39cd2d2dbaf0f900cbb821/1541063621.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/d144b5b630d93e46fd47b3b50dcbc8f11df72b4a24a856665304fb544522f6ef/1541063621.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/2efab3edc71f93692885ad8d057544d1a0ab7581bb92829fa3707c38b64423b1/1541063621.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Valentine's Hedgehog - letterpress cards,Published,p_8zwvh12w7o,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1264,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/033ff5b9b2c786a8ab7972c43f35e491d40f5d2d03aa6466d33935f18f0f580b.jpeg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Valentine's Owl - letterpress card,Published,p_6t8x8bh0hv,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1263,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/890a7838d4607ccffb05b2e3aa35e31d2ee69a1ff1d3164f5834b813c7ce52c3.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
XOXO Kisses - letterpress card,Published,p_1n7mckp1,Love Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1120,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/9f9cfc526eddb1448b48168934247d3f431e90f2da9306a63bc9a26f3df6566f/1541002069.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/04234d5a7503c650c5ae8a53d6e394ab18faab15ff6857cafcf8a8e6faae4894/1541002069.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/49e482a121a8930a04f204a8b8065eb0c676c3ca0ceb0c9cf6d54e768be0efae/1541002069.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Arrow Valentine - letterpress card,Published,p_9sdzybxe,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1057,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/4cce12aaaaa3da8ed3ec6fd29ae07060a392a29ff824a21e2dd8117bf54cf828/1541064413.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/06f2ba7821d28f7318a60d41768a6f7741a076d39d17a0bcaf1d627f4a466a55/1541064413.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ee33cc20f6e1c26fe4aa10053f759af4b8192e2233e2b9655bacada67a7b9e0d/1541064413.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/26f5471fbb275ee17a5940fb68e2f9485a9c8345b7faae76c6fecced8ff7a682/1541064413.jpg,United States,,,,,,No,,,,,,,,,,Yes,146,146,,490900
Heart Valentines Day - letterpress card,Published,p_4k2x7zw9,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1134,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/96aba24cd6ded0676f60235b10b056b06f44500f41a742fac81abdf7b62af436/1541064884.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/63475baae0f704c211f265a27520979401877c8fd4a6499db2fdaa742fe9d413/1541064884.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/4eb2fc7c0df9e71a0080eaacb82705c94770d731e3cb55e6ad081091c683431d/1541064884.jpg,United States,,,,,,No,,,,,,,,,,Yes,164,164,,490900
Luckiest Person Valentine - letterpress card,Published,p_98fx3wzd,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1058,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/cd9d431a9ac9070ecafd622b07679004fda8aedfa704ac6d3ee4be22cee856f1/1541064830.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/039619b7ce28540f5426455918837110248db5920da460e483fb864eb1578457/1541064830.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/6cf55840c5db53714d5b9cc0099b1e6f20dc10f5946f046c9e8afda4f4f96a8e/1541064830.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Bee My Valentine - letterpress card,Unpublished,p_amaqzx4o,Valentine's Day Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,1197,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/247c971dcca8507b44d1f89d68d806fa09fec21a1794714a764b997b289d1450/1541064355.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/3a7cacdd4a68957a2ece87048ada94f6c6f82895d8c8eeeafc77693b699bc22f/1541064355.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/a5d0745a8725bb786000edcd56b092012fa943b64f59af07d53777d2983c41c4/1541064355.jpg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Congratulations Mr. & Mrs. - letterpress card,Published,p_d5bubuja,Congratulations Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,1207,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/afe377f8114c81eb509bd3584f2a6360d76109f281210988f617c6b374e2b82b/1540998470.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/085999de1f0092be2695e9117681e98adb065ed10c1726e591d5006c18568899/1540998470.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/ff6301a54e76269c4f09793efcce6ab62a632afbd433819b9bd69d1a7bbfec92/1540998470.jpg https://cdn.faire.com/res/hszgttpjt/image/upload/5e42c393f3eb89bd76babb3c0699b8f8b5db8f41c60d06b6bf3c326bba1fb1c4/1540998470.jpg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Hanukkah Menorah - Single,Unpublished,p_6tybyd9h,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,267-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/aea5388804ef4a208cd9ba20b3d300d290db44af5b067b3f037fa665df83476a/1541058923.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Hanukkah Owl,Published,p_72zezbzew7,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H414,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/38277396015905639a60bdd75dfc558ff6a920764d81c11e4cc3f0100dc6e8e7.jpeg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
Happy Hanukkah Menorah,Published,p_kktpr3bhwf,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H415,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/018eb50efbffa7fb654ecdce794815c0843983034c779f67d5784e28162426ce.jpeg,United States,,,,,,No,,,,,,,,,,Yes,182,182,,490900
Hanukkah Love & Light,Published,p_chrqp9qvyn,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H416,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/947d4facc14a6947cda36d689f23057f64069f7c1d2d23005aeaedfe68af04ab.jpeg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
Hanukkah Menorah,Unpublished,p_b3rkkk7zp2,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,H408,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/85a4c59a47bf6ed77a4f3ad63247792787d138ae1736117fdc22b7d2e93d4c54.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Hanukkah Llama,Published,p_yrb56n7z86,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H406,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2ffbdabbde491e132b504e7e037358621903ee4aa33f1cde1074fabb4f79d7d6.jpeg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Happy Hanukkah Hedgehog,Published,p_maq7dy2zv2,Hanukkah Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H407,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/39734e8a9da09b0366cb35ebdf4765bd9140bab143eb1f9afeb1c46242dd6c5c.jpeg,United States,,,,,,No,,,,,,,,,,Yes,176,176,,490900
"Peace, Love, Joy - letterpress cards",Unpublished,p_b7garm9bhb,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,H400,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/2db85727e470075c29d222e60e2b1afd425def28a15f6f2ee1d351671d95b0dc.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Christmas Tree Story - letterpress card,Published,p_9stungpu,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,282-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/1a5ef759a44da8d075157813b4d73868bc15a273197971d8e405bfae2ed40c03/1541056512.jpg,United States,,,,,,No,,,,,,,,,,Yes,170,170,,490900
Happy Holidays Gingerbread - Single,Unpublished,p_78g6rxri,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,290-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/b4e8f009358e640fff1189376ecf5e523d062acbc6def0290d6be3d393f0d103/1541057432.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy Holidays Deer - Single,Published,p_70lk9ezp,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,273-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/b799c89a2ddf5a6f06b6ccec2695852493da5e2b8be7c2047e584a168051ca44/1541058208.jpg,United States,,,,,,No,,,,,,,,,,Yes,24,24,,490900
Warmest Wishes Hot Cocoa - letterpress card,Unpublished,p_b92hu3g6,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,291-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/c56c975c87aaaf452cc9bbdc5b99a54be7c726fa01ee767edd77ea3abcd300d7/1541057539.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
"Merry Christmas, deer! - letterpress card",Unpublished,p_5iymy0oq,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,279-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/ed14f192b277daa3850bec3fd5ffb39895b9d0a8ced44c1fc2ffec72e63538c6/1541007546.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
"Ho, Ho, Ho Owl - letterpress cards",Published,p_4k7n3r3gp3,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H409,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/ad13fe3e992b28adde7a166900e4506b48bc7cf68d8b179e500cb165739c7c99.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Oh Deer - letterpress cards,Published,p_b49yny2ebj,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H410,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/0d64e2c093655652aaf6e59154faa9a75b0ea8d7ca4aede2b5b215916f2127c6.jpeg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Merry Christmas Fox,Published,p_v5zmfvpuk7,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H405,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/e1bdec10604abd406e81dd6fae71aacd9a20d2ca31d88d8ce6a0f930dbaebaf0.jpeg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
Seasons Greetings Hedgehogs,Published,p_nrc8pyqqbg,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H404,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/5b03804a6bcb8604f9b92bdff1d16fe136dcd622e35ab8392e0c8079dfdbd5d2.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Merry Christmas Hedgehogs,Published,p_4zjqjc28xg,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,H402,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/fastly/1b8dea43013736063dbbae975911633e9a93d52397fb5991bc29df8d5a3de3d6.jpeg,United States,,,,,,No,,,,,,,,,,Yes,188,188,,490900
Merry Christmas Dots - letterpress card,Unpublished,p_7nx9bjmu,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,0.03,lb,,,,in,,,,,,,Unpublished,274-S,,,,,,,,$2.75,$5.50,,,,,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/73d137b82555f5dcc81134cf5f90d2b7fab75bb542bcaaf8ce11cfff2a6e96ce/1541058353.jpg,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/73d137b82555f5dcc81134cf5f90d2b7fab75bb542bcaaf8ce11cfff2a6e96ce/1541058353.jpg,United States,,,,,,No,,,,,,,,,,No,94,94,,
Joyous Holiday Skater - letterpress card,Unpublished,p_1u5a6vdo,Season's Greetings Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Unpublished,287-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/7641efa7e26e886584bd5c7b1bd71f15ffb70e4ce72e1e50c8c5b1ed2ba671b4/1541057286.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Happy New Year Dots - Single,Unpublished,p_bfo0gc0v,New Year's Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,0.03,lb,,,,in,,,,,,,Unpublished,275-S,,,,,,,,$2.75,$5.50,,,,,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/bfdd0c7544206967ed9d0de2aa644085d80f0f491c668c71e150d5a2bf057332/1541058472.jpg,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/bfdd0c7544206967ed9d0de2aa644085d80f0f491c668c71e150d5a2bf057332/1541058472.jpg,United States,,,,,,No,,,,,,,,,,No,100,100,,
"Oh Deer, That Time of Year - letterpress card",Published,p_aqzo6alq,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,281-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/9f30abd9404838539038e74265b36faed52c9e58360455c9b71055d45a8c066c/1541008009.jpg,United States,,,,,,No,,,,,,,,,,Yes,200,200,,490900
Merry Christmas Hedgehogs - letterpress card,Published,p_ayb5fgpj,Christmas Card,"Each card was printed by hand on a vintage platen letterpress. Card comes in sleeve. Folded note card and coordinating envelope. Hand mixed inks. Letterpress printed on 100% cotton cardstock, recycled envelope. Size - 5 1/2""W x 4 1/4""H (A2 size).",By the case,6,6,1.00,oz,,4.30,5.50,in,,,,,,,Published,272-S,,,,,,,,$3.00,$6.00,,,,,,,,,,No,,,,,https://cdn.faire.com/res/hszgttpjt/image/upload/bf2af565d4bae63a7760f967fd4a4fb86cfafa2156a7b79d54c9061b3b481dcf/1541058079.jpg,United States,,,,,,No,,,,,,,,,,Yes,194,194,,490900
